airline_sentiment,clean_text,airline
positive,one great airline,United
negative,outbound bags lbs bags returning home bag lbs logic writing machine human help required,United
negative,dont like hear poor experience please share details wour customer care team,United
negative,cancelled flightn left us fend flt came late flight getting runaround hrs employee blaming previous,United
negative,okay asem find luggage,United
negative,agent met us gate said issues wdelays ua would taken online,United
negative,lady one phone says tel aviv tel aviv united says newark one knows nothing,United
positive,well see kn running plane running thanks help,United
negative,yes still answers many luggage days unacceptable,United
negative,going nothing like always,United
negative,plus food taxis,United
negative,offering us rooms people fail,United
negative,people getting pretty tired action solving problem plus missing day vacation skiing,United
negative,bright side would keeping promise made hope youre good night thanks,United
negative,take back comment team working hard help us far solution hotel food anything fail,United
negative,arriving two hours late flight clt sitting tarmac move plane gate unhappy customer,United
negative,airlines absolute worst idea neveragain unitedairlines,United
negative,thanks might want fix line customer care team currently responding inquiries within business days,United
positive,flew united aus austin bergstrom cancun intl best flight ever big small,United
negative,frustrating frequent flyer loyal since continental upgrade equals paying times top purchase ticket,United
negative,worse cant figure pack plane screws connectns claims hotl rooms san fran stranded pax way go,United
negative,passengers hour delayed flight left hotel end night hou airport wtf,United
negative,hey flight iah pos leave late flight one back iah early rather get pos earlier,United
negative,lost bag process broken agent promised theyd call amp hold bag found theyre waking w delivery fail,United
negative,people counter helpful see nobody flight austin still sitting,United
negative,regret hear please let us know need assistance kn finally able secure seat thx,United
negative,good know open closed doors premier passengers safety briefings delayed flights annoyed,United
negative,yea get phoenix already delays day people bullshit,United
negative,consolation staff stellar hour delays encountered every one flights,United
positive,flight ua gate b tell ray somehow made flight iah didnt wait one,United
negative,thats unfortunate xmas gift looks like razor ripped right front pocket picture,United
positive,thanks asking,United
negative,lost bags cancelled flightled flights delhi call centers poor united staff spread thin stressed name,United
